student_id,problem_id,correct
0,8,1
0,10,0
0,11,1
0,14,0
0,27,0
0,28,0
0,38,1
0,48,1
0,49,1
0,50,1
0,61,1
0,62,1
1,69,1
1,77,1
2,49,1
2,84,0
2,85,0
3,38,1
3,92,0
3,109,0
3,112,0
3,114,1
3,115,1
3,116,0
3,11,1
3,10,0
3,28,1
3,27,1
3,124,1
3,129,1
3,130,1
3,131,1
3,138,0
3,139,0
4,11,1
4,10,1
4,28,0
4,27,0
4,112,1
4,85,0
4,129,1
4,124,1
4,38,1
4,92,1
4,150,1
4,151,1
4,77,1
4,153,1
4,154,0
4,156,0
5,112,1
5,150,1
5,151,1
5,153,1
5,154,1
5,38,1
5,92,1
5,167,1
5,11,1
5,173,0
5,186,1
5,189,1
5,190,0
5,129,1
5,156,1
5,192,1
5,193,1
5,194,0
5,195,1
5,199,1
5,200,1
5,77,1
5,204,1
5,206,1
5,208,1
5,210,0
5,130,1
5,131,1
5,212,1
5,213,1
5,215,1
5,217,1
6,226,1
6,62,0
6,112,0
7,112,1
7,231,0
8,114,1
8,115,1
8,116,1
8,11,1
8,10,1
8,28,1
8,212,0
8,77,1
8,129,1
8,130,1
8,131,1
8,27,0
8,213,1
8,38,1
8,92,1
8,124,1
8,238,1
9,241,0
9,212,0
9,131,1
9,130,1
9,129,1
10,11,1
10,10,1
10,28,1
10,27,0
10,85,0
10,38,1
10,77,1
10,238,1
10,69,0
10,254,0
10,256,0
10,49,1
10,262,1
10,264,0
11,11,0
11,38,1
12,270,1
12,271,1
12,273,1
12,274,1
12,281,1
12,286,1
12,290,1
12,295,1
13,290,0
13,156,1
13,262,1
13,114,1
13,10,1
13,38,1
13,302,1
13,303,1
13,115,1
13,116,1
13,11,1
13,27,1
13,28,1
13,190,1
13,210,0
13,129,1
13,130,1
13,131,1
13,311,1
13,189,1
13,315,1
13,316,1
13,320,1
13,324,1
14,173,1
14,330,1
14,273,1
14,11,1
14,10,1
14,28,1
14,27,1
14,286,1
14,337,1
14,77,1
14,213,1
14,212,1
14,129,1
14,130,1
14,131,1
14,339,1
14,341,0
14,124,1
14,281,1
14,231,1
14,153,1
14,151,1
14,150,1
14,112,1
14,49,1
14,350,0
14,360,1
14,362,1
14,366,1
14,156,1
14,374,0
14,186,1
14,192,1
14,384,1
14,385,0
14,389,1
14,38,1
14,391,1
14,92,1
14,62,1
14,238,1
14,241,1
14,256,1
15,212,1
15,213,1
16,38,1
16,92,0
16,399,0
16,129,1
16,130,1
16,131,0
16,311,0
17,273,1
17,337,1
17,341,1
18,112,1
18,151,1
18,38,1
18,92,1
19,189,0
19,38,0
19,50,1
19,10,0
20,262,1
20,38,1
20,92,1
20,77,1
20,286,1
20,407,1
20,274,1
20,112,1
20,151,1
20,62,1
20,413,1
20,264,1
20,49,1
20,150,1
20,153,1
20,350,1
20,415,1
20,226,1
20,420,1
20,423,1
20,424,1
20,256,0
20,389,0
20,48,1
20,428,1
20,11,1
20,212,0
20,27,1
20,430,0
20,10,1
20,431,1
20,199,0
20,200,0
20,290,0
21,129,1
21,38,1
22,38,1
22,92,1
23,186,0
23,114,1
23,115,1
23,116,0
23,262,1
23,112,1
23,151,1
23,150,1
24,262,1
24,49,1
25,11,1
25,167,1
25,337,0
25,85,0
25,213,0
25,452,0
25,69,1
25,112,1
25,153,1
26,454,1
26,330,0
26,415,0
26,112,1
26,150,0
27,62,1
27,112,0
27,129,1
27,455,0
27,413,1
27,274,0
27,213,1
27,226,0
28,38,1
28,92,1
28,238,1
28,77,1
28,11,1
28,10,1
28,28,1
28,27,1
28,124,1
28,384,1
29,38,1
29,92,1
29,337,1
29,129,1
29,154,0
29,156,1
29,192,0
29,11,0
29,167,1
29,186,0
29,77,1
30,190,0
30,11,1
30,10,1
30,420,0
30,186,0
31,112,1
31,50,1
32,389,0
32,186,0
33,129,1
33,130,1
33,131,1
33,385,1
33,215,1
33,153,1
33,11,1
33,28,1
33,10,1
33,460,1
33,463,1
33,139,1
33,464,1
33,430,1
34,112,1
34,151,1
34,153,1
34,154,1
34,38,1
34,173,0
34,213,0
34,186,1
34,337,1
34,204,1
34,231,0
34,389,1
34,465,1
34,466,0
34,114,1
34,468,1
35,114,1
35,115,1
35,116,1
35,156,1
35,129,1
35,130,1
35,131,1
35,420,1
35,231,0
35,389,1
35,38,0
35,195,0
35,192,0
35,470,1
35,212,0
35,213,1
35,204,1
35,302,0
35,476,0
35,311,0
35,478,0
35,193,0
35,479,0
35,14,1
35,85,1
35,480,1
35,481,1
36,389,1
36,62,1
36,112,1
36,350,0
36,48,1
37,129,1
37,130,1
37,131,1
37,311,1
37,465,1
37,420,1
37,38,1
37,212,0
37,290,0
37,156,0
37,389,1
37,10,1
37,11,1
37,27,0
37,28,0
37,262,1
37,407,1
37,231,1
37,391,0
37,112,1
37,8,0
37,49,1
37,487,0
37,151,1
37,150,1
37,62,1
37,413,1
37,428,1
37,77,1
37,48,1
37,430,0
37,153,1
38,85,0
38,129,1
38,186,1
38,190,0
38,366,1
38,49,1
38,138,0
38,204,1
38,112,1
38,206,0
38,189,0
38,154,0
38,491,1
38,324,1
38,420,1
38,11,1
38,10,1
38,27,0
38,28,1
38,153,1
38,389,1
38,465,1
38,231,1
38,151,1
38,150,1
38,360,1
38,131,1
38,130,1
38,69,1
38,124,1
38,156,1
38,192,0
38,385,0
38,470,1
38,212,1
38,213,1
38,210,1
38,215,1
38,337,1
38,341,1
38,38,1
38,281,1
38,92,1
38,77,1
38,238,1
38,496,1
38,330,0
39,49,1
39,130,1
39,131,1
39,129,1
39,156,0
39,10,1
39,497,0
39,11,1
39,28,1
39,27,0
39,124,1
39,212,0
40,114,1
40,115,1
40,116,0
40,231,1
41,62,1
41,112,0
41,48,0
41,499,0
41,262,1
41,114,1
41,115,1
41,116,0
41,69,1
41,38,0
42,8,0
42,10,1
42,11,1
42,27,1
42,28,0
43,112,1
43,114,1
43,115,1
43,116,1
43,150,1
43,151,1
43,153,1
43,129,1
43,38,1
43,190,1
43,156,1
43,192,1
43,11,1
43,167,0
43,92,1
43,199,1
43,200,0
43,231,1
43,360,1
43,423,1
43,77,1
43,138,0
43,210,0
43,389,1
43,49,1
43,238,1
43,491,0
43,274,1
43,420,1
43,470,1
43,324,0
43,69,1
43,320,0
43,173,0
43,85,0
43,213,1
43,212,0
43,84,0
43,506,1
43,273,1
43,204,1
43,337,0
43,330,0
43,10,1
